"","Animal ID","SampleNumber","SetName","SampleType","replicate","Species","Collection Date","SampleWt","Dry_wt Format","Lipid format","CB103 Recovery Format","HCB Conc Format","aHCH Conc Format","bHCH Conc Format","lindane Conc Format","achlor Conc Format","cnona Conc Format","bchlor Conc Format","hept Conc Format","HPE Conc Format","nona3 Conc Format","oxychlor Conc Format","tnona Conc Format","aldrin Conc Format","diel Conc Format","mirex Conc Format","eslf1 Conc Format","cb17 Conc Format","cb18 Conc Format","cb28 Conc Format","cb31 Conc Format","cb33 Conc Format","cb44 Conc Format","cb49 Conc Format","cb52 Conc Format","cb66 Conc Format","cb70 Conc Format","cb74 Conc Format","cb82 Conc Format","cb87 Conc Format","cb95 Conc Format","cb99 Conc Format","cb101 Conc Format","cb105 Conc Format","cb110 Conc Format","cb118 Conc Format","cb128 Conc Format","cb138 Conc Format","cb149 Conc Format","cb151 Conc Format","cb153 Conc Format","cb156 Conc Format","cb158 Conc Format","cb170 Conc Format","cb171 Conc Format","cb177 Conc Format","cb180 Conc Format","cb183 Conc Format","cb187 Conc Format","cb191 Conc Format","cb194 Conc Format","cb195 Conc Format","cb199 Conc Format","cb205 Conc Format","cb206 Conc Format","cb208 Conc Format","cb209 Conc Format","opDDD Conc Format","opdde Conc Format","opDDT Conc Format","ppDDD Conc Format","ppDDE Conc Format","ppDDT Conc Format","Sum CHLDs Conc Format","Sum DDTs Conc Format","Sum HCHs Conc Format","Sum40CBs Conc Format","Total PCBs Conc Format","BDE28 conc format","BDE47 conc format","BDE49 conc format","BDE66 conc format","BDE85 conc format","BDE99 conc format","BDE100 conc format","Br5DE04 conc format","Br5DE05 conc format","BDE153 conc format","BDE154 conc format","Br6DE01 conc format","BDE155 conc format","BDE183 conc format","Br7DE01 conc format","SumBDE conc format","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","NOAA_Set Name","NOAA_SampleNumber","NOAA_Sample Category","NOAA_Sample Type","NOAA_replicate","NOAA_Species Common name","NOAA_Date collected","NOAA_Sample Weight SI","NOAA_Weight % C MS","NOAA_Weight % N MS","NOAA_C_N_RatioMS","NOAA_delta 13C_LipExt","NOAA_delta 15N_LipExt","NOAA_Sample Flag","NOAA_Note","UW_IsoLab ID","UW_Analysis Date","UW_Project","UW_Analysis #","UW_Amount (mg)","UW_Comments","UW_PeakArea N (Vs)","UW_Percent N","UW_Percent N Accuracy","UW_Percent N Precision","UW_Delta N_NotExt","UW_d15N Accuracy","UW_d15N Precision","UW_PeakArea C (Vs)","UW_Percent C","UW_Percent C Accuracy","UW_Percent C Precision","UW_Delta C_NotExt","UW_d13C Accuracy","UW_d13C Precision"
"44","16MA12-TM9825A","119-3925","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.015,26.0429394309652,6.13160225669673,114,"0.95","0.25","0.31","< 0.17","0.44","0.38","< 0.16","< 0.16","< 0.17","< 0.17","0.31","0.86","< 0.16","0.43","< 0.17","< 0.17","0.2","0.5","0.85","0.74","0.42","0.61","0.61","1.3","0.59","0.82","0.44","< 0.16","0.55000000000000004","1.5","1.9","2.8","0.69","2.2999999999999998","1.8","0.89","3.9","2.4","0.79","5.3","0.25","0.28000000000000003","0.56000000000000005","0.26","0.64","1.5","0.83","2.5","< 0.17","< 0.17","< 0.17","0.28000000000000003","< 0.17","< 0.16","< 0.17","< 0.17","< 0.17","< 0.17","< 0.16","0.72","4.9000000000000004","0.18","2","5.8","0.56000000000000005","39","50","< 0.16","4","1","< 0.17","< 0.17","1.1000000000000001","0.75","< 0.17","< 0.17","< 0.16","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","6.9",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,20170420,"2016 Blackmouth",86179,0.633,NA,181.519,10.8772,-0.1151,0.14484,16.2296,-0.038889,0.082884,165.806,55.0163,0.18197,0.61283,-20.5826,-0.021098,0.035562
"45","16MA12-TM9826A","119-3926","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.027,23.393098782138,3.10300069216943,115,"0.63","< 0.12","0.15","< 0.13","0.35","0.28999999999999998","< 0.13","< 0.13","< 0.13","< 0.13","0.16","0.67","< 0.13","0.28999999999999998","< 0.13","< 0.13","0.25","0.62","0.84","0.84","0.47","0.52","0.6","1.1000000000000001","0.48","0.74","0.39","< 0.13","0.51","1.2","1.6","2.4","0.66","1.8","1.6","0.74","3.5","1.8","0.66","4.5","0.23","0.26","0.53","0.23","0.55000000000000004","1.3","0.69","2.1","< 0.13","0.18","< 0.13","0.31","< 0.13","0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.56999999999999995","3.8","0.17","1.5","4.5","0.15","34","44","< 0.13","3.5","0.66","< 0.13","< 0.13","0.75","0.69","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","5.6",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,"ST3507","130-24927A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-05,0.243999999999999,45.7940783013448,14.3077032113553,3.20065894748224,-17.3306845134165,15.8564097046993,NA,NA,299,20170420,"2016 Blackmouth",86180,0.515,NA,165.779,12.2144,-0.1151,0.14484,15.8293,-0.038889,0.082884,125.456,51.2272,0.18197,0.61283,-18.777,-0.021098,0.035562
"54","16MA12-TM9842A","119-3927","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.026,27.7328936521022,7.90455872374337,112,"1.5","0.33","0.39","< 0.16","0.72","0.54","< 0.16","< 0.16","0.19","< 0.16","0.32","1.2","< 0.16","0.8","< 0.16","< 0.16","0.21","0.55000000000000004","1.1000000000000001","0.92","0.45","0.98","1.1000000000000001","2.1","0.94","1.3","0.64","0.25","0.91","2.6","2.7","4.5","1.1000000000000001","3.2","2.6","0.95","5.6","3.8","1.2","7.5","0.28999999999999998","0.45","0.73","0.32","0.76","1.7","0.84","2.5","< 0.16","0.22","< 0.16","0.3","< 0.16","< 0.16","< 0.16","< 0.16","0.25","< 0.16","< 0.16","1.2","6.4","0.33","3","8.1999999999999993","0.72","55","69","0.25","5.3","1.3","< 0.16","< 0.16","2","1.1000000000000001","< 0.16","< 0.16","0.18","0.2","< 0.16","< 0.16","< 0.16","< 0.16","10",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,"ST3507","130-24928B","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-05,0.232,46.2053854534265,14.374528384737,3.21439314158561,-16.5925912227138,15.8584054913435,NA,NA,306,20170420,"2016 Blackmouth",86185,0.653,NA,185.05,10.7485,-0.1151,0.14484,15.7742,-0.038889,0.082884,174.105,55.9906,0.18197,0.61283,-19.0907,-0.021098,0.035562
"55","16MA12-TM9842A","119-3927","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.026,27.7328936521022,7.90455872374337,112,"1.5","0.33","0.39","< 0.16","0.72","0.54","< 0.16","< 0.16","0.19","< 0.16","0.32","1.2","< 0.16","0.8","< 0.16","< 0.16","0.21","0.55000000000000004","1.1000000000000001","0.92","0.45","0.98","1.1000000000000001","2.1","0.94","1.3","0.64","0.25","0.91","2.6","2.7","4.5","1.1000000000000001","3.2","2.6","0.95","5.6","3.8","1.2","7.5","0.28999999999999998","0.45","0.73","0.32","0.76","1.7","0.84","2.5","< 0.16","0.22","< 0.16","0.3","< 0.16","< 0.16","< 0.16","< 0.16","0.25","< 0.16","< 0.16","1.2","6.4","0.33","3","8.1999999999999993","0.72","55","69","0.25","5.3","1.3","< 0.16","< 0.16","2","1.1000000000000001","< 0.16","< 0.16","0.18","0.2","< 0.16","< 0.16","< 0.16","< 0.16","10",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,"ST3507","130-24928A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-05,0.303999999999999,46.5539452027718,14.4989653258872,3.21084602634727,-17.2794817066007,15.8324602649685,NA,NA,306,20170420,"2016 Blackmouth",86185,0.653,NA,185.05,10.7485,-0.1151,0.14484,15.7742,-0.038889,0.082884,174.105,55.9906,0.18197,0.61283,-19.0907,-0.021098,0.035562
"56","16MA6-TM9804A","119-3928","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.012,32.7635809781688,14.151438128784,114,"2.2999999999999998","0.61","0.89","< 0.13","0.75","0.73","< 0.13","< 0.13","0.34","0.21","0.62","1.9","< 0.13","1","< 0.13","< 0.13","0.28000000000000003","0.7","1.1000000000000001","1","0.57999999999999996","0.74","0.72","1.5","0.91","1.1000000000000001","0.65","0.21","0.76","1.8","2.6","4","1.2","2.8","2.7","1.2","6","3.4","1.1000000000000001","8","0.38","0.47","0.93","0.36","0.86","2.2000000000000002","1.1000000000000001","2.9","< 0.13","0.34","< 0.13","0.48","< 0.13","0.17","< 0.13","< 0.13","0.25","0.14000000000000001","< 0.13","1.5","13","0.55000000000000004","4.5","16","1.5","55","70","0.27","7.7","1.5","0.21","< 0.13","2","1.7","< 0.13","< 0.13","0.18","0.28999999999999998","< 0.13","< 0.13","< 0.13","< 0.13","14",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,"ST3507","130-24899A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-02-20,0.258,46.0850013299071,14.0735565395483,3.27458103432509,-16.5085413322804,15.5590374947092,NA,NA,307,20170420,"2016 Blackmouth",86211,0.626,NA,159.851,9.6907,-0.1151,0.14484,15.701,-0.038889,0.082884,173.788,58.2996,0.18197,0.61283,-18.9922,-0.021098,0.035562
"64","16MA6-TM9834A","119-3929","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.006,28.1098546042003,7.59125412724654,112,"2","0.38","0.5","< 0.15","0.68","0.64","< 0.15","< 0.15","0.23","0.22","0.43","1.7","< 0.15","0.65","< 0.15","< 0.15","0.22","0.57999999999999996","0.76","0.75","0.44","0.46","0.4","0.91","0.55000000000000004","0.74","0.43","< 0.15","0.48","1","1.5","2.2999999999999998","0.7","1.6","1.6","0.65","3.8","2","0.69","4.5999999999999996","0.21","0.24","0.61","0.21","0.52","1.3","0.56000000000000005","1.7","< 0.15","0.16","< 0.15","0.33","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","1.5","14","0.4","3.9","16","0.87","33","42","< 0.15","4.2","0.96","< 0.15","< 0.15","1.1000000000000001","1.1000000000000001","< 0.15","< 0.15","< 0.15","0.22","< 0.15","< 0.15","< 0.15","< 0.15","7.6",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,20170426,"2016 Blackmouth",86278,0.506,NA,139.482,10.6192,-0.23631,0.15834,16.38,-0.096809,0.068339,132.813,56.5113,-0.15142,0.76321,-18.6632,0.011031,0.0231
"68","16MA6-TM9838A","119-3930","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.017,33.5734870317002,13.8944737047583,111,"2","0.61","0.73","< 0.14","0.42","0.56999999999999995","< 0.14","< 0.14","0.27","0.18","0.45","1.5","< 0.14","0.68","< 0.14","< 0.14","0.3","0.79","1.2","1.2","0.56999999999999995","0.53","0.52","1.1000000000000001","0.7","0.83","0.51","< 0.14","0.47","0.94","1.7","2.6","0.83","1.5","1.9","0.71","4","1.9","0.56999999999999995","5.3","0.25","0.28999999999999998","0.73","0.23","0.55000000000000004","1.5","0.63","1.5","< 0.14","0.24","< 0.14","0.39","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.9","10","0.31","3.4","11","1.3","37","47","< 0.14","4.4000000000000004","0.77","< 0.14","< 0.14","0.89","1.2","< 0.14","< 0.14","< 0.14","0.18","< 0.14","< 0.14","< 0.14","< 0.14","7.4",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,20170426,"2016 Blackmouth",86282,0.649,NA,152.696,9.0652,-0.23631,0.15834,16.0063,-0.096809,0.068339,180.165,59.6333,-0.15142,0.76321,-19.1957,0.011031,0.0231
"160",NA,"119-3931","PS3496","SRM 1947",NA,NA,NA,1.055,26.6600265604249,9.77581096022015,117,"5.9","1.2","< 0.31","< 0.31","43","64","12","< 0.30","13","9.4","23","120","< 0.30","71","5.0999999999999996","< 0.31","0.91","3.2","15","11","1.2","21","26","36","69","56","32","3.2","29","34","76","90","63","95","100","45","210","73","19","230","17","16","38","12","27","86","31","79","1.8","15","5.4","21","1.3","8.9","3.6","2.9","4.5","4.2","18","37","760","58","280","880","1.2","1700","2100","2.9","86","7","3","< 0.31","22","20","< 0.31","< 0.31","5","7.8","< 0.31","0.79","< 0.31","< 0.31","150",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,"119-3932","PS3496","Method Blank",NA,NA,NA,2.0115,NA,0,95,"< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.24","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< LOQ","< LOQ","< LOQ","0.24","< LOQ","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< LOQ",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,"119-4003","PS3496","SRM 1947",NA,NA,NA,1.009,NA,10.0894821218812,113,"6","1.1000000000000001","< 0.33","< 0.33","41","61","11","< 0.33","12","9","21","120","< 0.33","70","5.2","< 0.33","0.94","3.4","15","11","1.2","20","25","35","67","54","30","3.3","28","33","75","89","62","96","100","45","200","73","19","230","17","16","37","12","27","88","32","81","1.8","15","5.2","21","1.1000000000000001","7.9","3.5","2.7","4.2","4.0999999999999996","17","34","750","55","270","860","1.1000000000000001","1700","2100","2.8","86","6.9","2.9","< 0.33","21","20","< 0.33","< 0.33","4.7","7.2","< 0.33","0.77","< 0.33","< 0.33","150",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,"119-4004","PS3496","Method Blank",NA,NA,NA,2.0176,NA,0,107,"< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.16","0.38","0.41","0.49","0.26","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< LOQ","< LOQ","< LOQ","1.7","1.6","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< LOQ",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","16MA7-TM4442A","119-3935","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.131,28.9368286910613,8.08848634078121,102,"1.1000000000000001","0.3","0.39","< 0.18","0.28999999999999998","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.18","0.42","< 0.18","0.5","< 0.18","< 0.18","< 0.18","0.19","0.25","0.25","< 0.18","0.25","0.24","0.44","0.22","0.3","< 0.18","< 0.18","0.19","0.41","0.47","0.75","0.26","0.57999999999999996","0.55000000000000004","0.18","1.1000000000000001","0.61","0.18","1.4","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.33","< 0.18","0.46","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.46","2.7","< 0.18","0.89","3.2","0.69","9.6","13","< 0.18","1.6","0.27","< 0.18","< 0.18","0.55000000000000004","0.28999999999999998","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","2.7",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,20170426,"2016 Blackmouth",86285,0.535,NA,148.929,10.7251,-0.23631,0.15834,15.2538,-0.096809,0.068339,139.581,56.1483,-0.15142,0.76321,-19.714,0.011031,0.0231
"77","16MA7-TM4448A","119-3936","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.258,31.159420289855,11.8190308641778,104,"1.6","0.47","0.59","< 0.20","0.42","0.31","< 0.19","< 0.19","< 0.20","< 0.20","0.3","0.77","< 0.19","0.65","< 0.20","< 0.20","< 0.19","0.23","0.35","0.35","< 0.19","0.39","0.4","0.74","0.39","0.53","0.28999999999999998","< 0.19","0.35","0.8","0.96","1.5","0.46","1.1000000000000001","0.98","0.33","2.2000000000000002","1.2","0.37","2.7","< 0.20","< 0.20","0.28000000000000003","< 0.20","0.26","0.63","0.23","0.8","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.19","0.73","6","0.36","1.8","7","1.1000000000000001","19","25","< 0.19","3.9","0.5","< 0.20","< 0.19","1.2","0.72","< 0.19","< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","6.3",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,"ST3507","130-24902A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-12-02,0.304999999999999,46.8186305873882,14.1505898412972,3.308599225366,-17.0930262025358,15.4392902960555,NA,NA,328,20170426,"2016 Blackmouth",86292,0.583,NA,143.241,9.4655,-0.23631,0.15834,15.7537,-0.096809,0.068339,161.21,59.4444,-0.15142,0.76321,-20.2818,0.011031,0.0231
"81","16MA7-TM4452A","119-3937","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.025,28.8877311799947,8.27509875824781,101,"1.4","0.28000000000000003","0.4","< 0.23","0.35","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.6","< 0.23","0.51","< 0.23","< 0.23","< 0.23","< 0.23","0.27","0.28000000000000003","< 0.23","0.24","0.25","0.42","0.24","0.34","< 0.23","< 0.23","< 0.23","0.42","0.68","0.98","0.34","0.71","0.77","0.26","1.7","0.87","0.26","2","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.54","< 0.23","0.73","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.5","4.7","0.23","0.95","5.4","0.68","12","18","< 0.23","2.2000000000000002","0.32","< 0.23","< 0.23","0.78","0.54","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","3.8",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,"ST3507","130-24904A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-12-02,0.292999999999999,46.847653983176,14.4082507220092,3.25144633356595,-17.3219896971647,15.2616652847191,NA,NA,332,20170426,"2016 Blackmouth",86295,0.517,NA,139.545,10.398,-0.23631,0.15834,15.4766,-0.096809,0.068339,130.374,54.302,-0.15142,0.76321,-19.4604,0.011031,0.0231
"82","16MA7-TM4453A","119-3938","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.033,27.8972254438397,7.42999055465743,105,"1.1000000000000001","0.31","0.38","< 0.16","0.26","0.18","< 0.16","< 0.16","< 0.16","< 0.16","0.21","0.46","< 0.16","0.44","< 0.16","< 0.16","< 0.16","0.24","0.3","0.35","< 0.16","0.28000000000000003","0.27","0.51","0.27","0.37","0.19","< 0.16","0.17","0.53","0.7","1.1000000000000001","0.32","0.74","0.79","0.27","1.8","0.9","0.25","2.2000000000000002","< 0.16","< 0.16","0.25","< 0.16","0.2","0.55000000000000004","0.23","0.63","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.47","3.5","0.18","1.1000000000000001","4.2","0.69","14","20","< 0.16","2.2000000000000002","0.28000000000000003","< 0.16","< 0.16","0.73","0.43","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","3.6",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,20170426,"2016 Blackmouth",86299,0.529,NA,151.614,11.0426,-0.23631,0.15834,15.3049,-0.096809,0.068339,137.065,55.77,-0.15142,0.76321,-18.9542,0.011031,0.0231
"84","16MA7-TM4455A","119-3939","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.023,30.7877233752704,10.3404156568974,101,"1.4","0.38","0.53","< 0.25","0.32","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.52","< 0.25","0.61","< 0.25","< 0.25","< 0.25","0.26","0.33","0.37","< 0.25","0.32","0.32","0.56000000000000005","0.28999999999999998","0.41","< 0.25","< 0.25","< 0.25","0.56000000000000005","0.7","1.1000000000000001","0.34","0.85","0.76","0.27","1.7","0.92","0.27","2","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.47","< 0.25","0.69","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.45","3.8","< 0.25","0.84","4.3","0.92","13","19","< 0.25","2.4","0.35","< 0.25","< 0.25","0.83","0.42","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","4",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,20170426,"2016 Blackmouth",86300,0.515,NA,129.496,9.6853,-0.23631,0.15834,15.1153,-0.096809,0.068339,136.403,57.0117,-0.15142,0.76321,-19.8413,0.011031,0.0231
"85","16MA7-TM4456A","119-3940","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-12-02,2.196,28.0651644980429,7.3502367222317,103,"1","0.27","0.33","< 0.20","0.23","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.37","< 0.20","0.36","< 0.20","< 0.20","< 0.20","0.2","0.25","0.27","< 0.20","< 0.20","0.2","0.33","< 0.20","0.25","< 0.20","< 0.20","< 0.20","0.25","0.35","0.57999999999999996","0.21","0.46","0.46","< 0.20","0.85","0.43","< 0.20","1","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.22","< 0.20","0.3","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.34","2.2000000000000002","< 0.20","0.6","2.6","0.6","6.6","9.3000000000000007","< 0.20","1.1000000000000001","< 0.20","< 0.20","< 0.20","0.28999999999999998","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","1.4",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,20170426,"2016 Blackmouth",86301,0.682,NA,177.275,10.0174,-0.23631,0.15834,15.2748,-0.096809,0.068339,183.863,57.9052,-0.15142,0.76321,-20.4596,0.011031,0.0231
"92","16MA81-TM9848A","119-3941","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.215,31.0513269174686,11.9064202669051,102,"1.9","0.36","0.48","< 0.22","0.64","0.59","< 0.22","< 0.22","0.27","< 0.22","0.39","1.2","< 0.22","1.2","< 0.22","< 0.22","< 0.22","0.43","0.73","0.57999999999999996","0.24","1.1000000000000001","1.4","2.7","0.91","1.2","0.63","0.3","1","3.7","3.5","5.7","1.1000000000000001","4","2.5","1","7.1","5.2","1.6","9.5","0.28999999999999998","0.55000000000000004","0.74","0.37","0.87","1.9","0.94","2.9","< 0.23","< 0.23","< 0.23","0.4","< 0.22","< 0.22","< 0.23","< 0.22","< 0.22","< 0.23","< 0.22","1.4","7","0.44","3.1","8.8000000000000007","0.84","65","82","0.25","6.4","1.4","< 0.23","< 0.22","1.6","1","< 0.22","< 0.22","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","11",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,20170426,"2016 Blackmouth",86311,0.607,NA,139.848,8.8755,-0.23631,0.15834,15.781,-0.096809,0.068339,162.603,57.5839,-0.15142,0.76321,-19.0774,0.011031,0.0231
