"","Animal ID","SampleNumber","SetName","SampleType","replicate","Species","Collection Date","SampleWt","Dry_wt Format","Lipid format","CB103 Recovery Format","HCB Conc Format","aHCH Conc Format","bHCH Conc Format","lindane Conc Format","achlor Conc Format","cnona Conc Format","bchlor Conc Format","hept Conc Format","HPE Conc Format","nona3 Conc Format","oxychlor Conc Format","tnona Conc Format","aldrin Conc Format","diel Conc Format","mirex Conc Format","eslf1 Conc Format","cb17 Conc Format","cb18 Conc Format","cb28 Conc Format","cb31 Conc Format","cb33 Conc Format","cb44 Conc Format","cb49 Conc Format","cb52 Conc Format","cb66 Conc Format","cb70 Conc Format","cb74 Conc Format","cb82 Conc Format","cb87 Conc Format","cb95 Conc Format","cb99 Conc Format","cb101 Conc Format","cb105 Conc Format","cb110 Conc Format","cb118 Conc Format","cb128 Conc Format","cb138 Conc Format","cb149 Conc Format","cb151 Conc Format","cb153 Conc Format","cb156 Conc Format","cb158 Conc Format","cb170 Conc Format","cb171 Conc Format","cb177 Conc Format","cb180 Conc Format","cb183 Conc Format","cb187 Conc Format","cb191 Conc Format","cb194 Conc Format","cb195 Conc Format","cb199 Conc Format","cb205 Conc Format","cb206 Conc Format","cb208 Conc Format","cb209 Conc Format","opDDD Conc Format","opdde Conc Format","opDDT Conc Format","ppDDD Conc Format","ppDDE Conc Format","ppDDT Conc Format","Sum CHLDs Conc Format","Sum DDTs Conc Format","Sum HCHs Conc Format","Sum40CBs Conc Format","Total PCBs Conc Format","BDE28 conc format","BDE47 conc format","BDE49 conc format","BDE66 conc format","BDE85 conc format","BDE99 conc format","BDE100 conc format","Br5DE04 conc format","Br5DE05 conc format","BDE153 conc format","BDE154 conc format","Br6DE01 conc format","BDE155 conc format","BDE183 conc format","Br7DE01 conc format","SumBDE conc format","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","NOAA_Set Name","NOAA_SampleNumber","NOAA_Sample Category","NOAA_Sample Type","NOAA_replicate","NOAA_Species Common name","NOAA_Date collected","NOAA_Sample Weight SI","NOAA_Weight % C MS","NOAA_Weight % N MS","NOAA_C_N_RatioMS","NOAA_delta 13C_LipExt","NOAA_delta 15N_LipExt","NOAA_Sample Flag","NOAA_Note","UW_IsoLab ID","UW_Analysis Date","UW_Project","UW_Analysis #","UW_Amount (mg)","UW_Comments","UW_PeakArea N (Vs)","UW_Percent N","UW_Percent N Accuracy","UW_Percent N Precision","UW_Delta N_NotExt","UW_d15N Accuracy","UW_d15N Precision","UW_PeakArea C (Vs)","UW_Percent C","UW_Percent C Accuracy","UW_Percent C Precision","UW_Delta C_NotExt","UW_d13C Accuracy","UW_d13C Precision"
"117","16MA9-TM4421A","119-3886","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.005,20.4597120484971,0.56095757618649,102,"0.17","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.18","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.16","0.25","< 0.14","0.22","0.23","< 0.14","0.48","0.21","< 0.14","0.54","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.15","< 0.14","0.2","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.75","< 0.14","< LOQ","0.75","< LOQ","2.6","3.7","< 0.14","0.31","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.31",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,20170503,"2016 Blackmouth",86353,0.519,NA,190.361,14.391,-0.37133,0.70807,15.1432,-0.050682,0.19503,114.282,48.3301,-0.58982,2.698,-16.0295,0.05239,0.085674
"118","16MA9-TM4422A","119-3887","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.203,28.2646801051709,7.83955345216615,107,"0.78","0.28999999999999998","0.33","< 0.13","0.31","0.21","0.13","< 0.13","< 0.13","< 0.13","0.17","0.47","< 0.13","0.43","< 0.13","< 0.13","< 0.13","0.25","0.39","0.4","0.15","0.46","0.64","1.1000000000000001","0.43","0.64","0.28999999999999998","< 0.13","0.43","1.5","1.5","2.5","0.56999999999999995","1.6","1.5","0.53","3.4","2.2999999999999998","0.71","4.3","0.19","0.28000000000000003","0.48","0.19","0.44","1.1000000000000001","0.49","1.5","< 0.13","0.16","< 0.13","0.3","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.53","2.7","0.15","1.3","3.3","0.61","31","39","< 0.12","2.7","0.48","< 0.13","< 0.13","0.94","0.53","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","4.5999999999999996",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,20170503,"2016 Blackmouth",86354,0.651,NA,177.466,10.7198,-0.37133,0.70807,15.1653,-0.050682,0.19503,171.83,56.9823,-0.58982,2.698,-18.1332,0.05239,0.085674
"119","16MA9-TM4423A","119-3888","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.271,33.2210655235762,12.7427788164624,104,"1.3","0.55000000000000004","0.6","< 0.11","0.43","0.3","< 0.11","< 0.11","0.18","< 0.11","0.19","0.73","< 0.11","0.7","< 0.11","< 0.11","< 0.11","0.3","0.42","0.48","0.19","0.49","0.61","1.1000000000000001","0.49","0.7","0.34","0.15","0.49","1.5","1.8","2.7","0.64","1.8","1.7","0.67","3.9","2.4","0.8","5.0999999999999996","0.25","0.33","0.51","0.22","0.52","1.3","0.59","1.8","< 0.11","0.15","< 0.11","0.38","< 0.11","< 0.11","< 0.11","< 0.11","0.13","< 0.11","< 0.11","0.7","5","0.28999999999999998","1.8","6.2","1.2","35","45","0.13","3.5","0.65","0.12","< 0.11","1.3","0.74","< 0.11","< 0.11","< 0.11","0.12","< 0.11","< 0.11","< 0.11","< 0.11","6.5",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,"ST3507","130-24911A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-11-05,0.288999999999999,47.2441179182129,13.9155577527969,3.39505744271852,-16.7519961873289,15.3804145900507,NA,NA,369,20170503,"2016 Blackmouth",86355,0.451,NA,106.116,9.4585,-0.37133,0.70807,15.3091,-0.050682,0.19503,125.966,61.0248,-0.58982,2.698,-19.7078,0.05239,0.085674
"120","16MA9-TM4424A","119-3889","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.08,33.952802359882,15.4697773394313,108,"1.2","0.64","0.73","< 0.12","0.39","0.27","< 0.12","< 0.12","0.23","< 0.12","0.19","0.63","< 0.12","0.8","< 0.12","< 0.12","0.12","0.34","0.48","0.51","0.22","0.56999999999999995","0.71","1.3","0.53","0.75","0.34","0.15","0.49","1.6","1.6","2.7","0.61","1.8","1.6","0.53","3.5","2.2999999999999998","0.73","4.4000000000000004","0.18","0.28000000000000003","0.43","0.19","0.44","1.1000000000000001","0.46","1.4","< 0.12","0.12","< 0.12","0.32","< 0.12","< 0.12","< 0.12","< 0.12","0.16","< 0.12","< 0.12","0.71","3.8","0.22","1.7","4.9000000000000004","1.4","33","41","0.15","3.1","0.61","< 0.12","< 0.12","1.2","0.63","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","5.7",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,20170503,"2016 Blackmouth",86356,0.519,NA,113.51,8.7609,-0.37133,0.70807,15.6235,-0.050682,0.19503,137.084,57.5007,-0.58982,2.698,-19.7815,0.05239,0.085674
"122","16MA9-TM4426A","119-3890","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.087,29.0530157510564,7.7410159767,103,"0.88","0.32","0.39","< 0.12","0.25","0.25","< 0.12","< 0.12","0.12","< 0.12","0.13","0.6","< 0.12","0.34","< 0.12","< 0.12","< 0.12","0.21","0.28000000000000003","0.32","0.14000000000000001","0.31","0.37","0.63","0.32","0.45","0.23","< 0.12","0.32","0.88","1.1000000000000001","1.8","0.46","1.1000000000000001","1.2","0.41","2.8","1.6","0.49","3.5","0.15","0.22","0.31","0.14000000000000001","0.32","0.82","0.35","1","< 0.12","< 0.12","< 0.12","0.17","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","0.46","4.4000000000000004","0.22","1.3","5.0999999999999996","0.71","22","29","< 0.12","2.7","0.33","< 0.12","< 0.12","0.57999999999999996","0.59","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","4.2",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,20170503,"2016 Blackmouth",86357,0.568,NA,153.482,10.6808,-0.37133,0.70807,15.9462,-0.050682,0.19503,142.572,54.557,-0.58982,2.698,-18.2886,0.05239,0.085674
"124","16MA9-TM4429A","119-3891","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.273,26.5099626400996,6.53545932114623,107,"0.68","< 0.11","0.31","< 0.11","0.26","0.22","< 0.11","< 0.11","< 0.11","< 0.11","0.12","0.48","< 0.11","0.41","< 0.11","< 0.11","< 0.11","0.23","0.34","0.4","0.16","0.42","0.54","0.93","0.42","0.59","0.28000000000000003","0.12","0.42","1.3","1.7","2.5","0.64","1.5","1.7","0.66","4.3","2.2999999999999998","0.76","5.6","0.24","0.35","0.56000000000000005","0.24","0.56000000000000005","1.4","0.62","1.9","< 0.11","0.19","< 0.11","0.27","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","0.52","3.6","0.15","1.1000000000000001","4.3","0.31","34","45","0.11","3.1","0.44","< 0.11","< 0.11","1.3","0.75","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","< 0.11","5.7",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,20170503,"2016 Blackmouth",86362,0.64,NA,172.268,10.5953,-0.37133,0.70807,15.8626,-0.050682,0.19503,161.988,54.7518,-0.58982,2.698,-18.4521,0.05239,0.085674
"125","16MA9-TM4430A","119-3892","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.297,31.163594470046,11.0201371849313,109,"1.3","0.46","0.53","< 0.083","0.45","0.43","0.17","< 0.083","0.16","< 0.083","0.23","0.92","< 0.083","0.66","< 0.083","< 0.083","9.5000000000000001E-2","0.27","0.5","0.43","0.17","0.7","1.1000000000000001","1.7","0.74","0.82","0.38","0.24","0.78","2.2999999999999998","3.3","4.9000000000000004","1.3","2.9","2.9","1.2","7","4.2","1.2","9.1","0.45","0.62","0.84","0.39","0.88","1.9","0.87","2.8","< 0.083","0.31","9.8000000000000004E-2","0.52","< 0.083","0.18","8.4000000000000005E-2","9.1999999999999998E-2","0.14000000000000001","< 0.083","< 0.083","0.76","4.3","0.26","2.4","5.4","0.99","58","76","0.14000000000000001","3.5","0.87","0.12","< 0.083","1","0.76","< 0.083","< 0.083","9.4E-2","0.12","< 0.083","< 0.083","< 0.083","< 0.083","6.6",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,20170503,"2016 Blackmouth",86363,0.653,NA,156.72,9.479,-0.37133,0.70807,16.7528,-0.050682,0.19503,169.517,56.0684,-0.58982,2.698,-19.0103,0.05239,0.085674
"126","16MA9-TM4432A","119-3893","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.116,31.8482905982906,11.915105221488,107,"1.1000000000000001","0.5","0.59","< 0.10","0.6","0.51","0.18","< 0.10","0.19","< 0.10","0.31","1.1000000000000001","< 0.10","0.68","< 0.10","< 0.10","0.11","0.33","0.64","0.62","0.22","0.86","1.3","2.2000000000000002","0.85","1.3","0.73","0.21","1.2","3","3.9","6.3","1.9","3.6","4.0999999999999996","1.4","10","4.7","2","13","0.68","1","2","0.67","1.4","4.2","1.8","4.5","< 0.10","0.61","0.2","0.81","< 0.10","0.28000000000000003","< 0.10","0.1","0.19","< 0.10","< 0.10","1.3","5.9","0.54","2.9","7.9","1.1000000000000001","83","110","0.21","6.5","1.1000000000000001","0.16","< 0.10","1.5","1.4","< 0.10","< 0.10","< 0.10","0.21","< 0.10","< 0.10","< 0.10","< 0.10","11",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,"ST3507","130-24913A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-11-05,0.239999999999999,47.8773875918319,13.5246294655053,3.54001473489116,-15.8003968531115,16.1897060742855,NA,NA,376,20170503,"2016 Blackmouth",86364,0.49,NA,116.592,9.5185,-0.37133,0.70807,16.191,-0.050682,0.19503,134.191,59.6714,-0.58982,2.698,-18.8004,0.05239,0.085674
"131","16MA9-TM9801A","119-3894","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-02-19,2.143,34.8524738992283,15.2683101384369,108,"2.2999999999999998","0.6","0.79","< 0.11","0.86","0.71","0.16","< 0.11","0.35","0.18","0.5","1.7","< 0.11","1.3","< 0.11","< 0.11","0.11","0.36","0.61","0.62","0.24","0.81","0.9","1.8","0.88","1.2","0.61","0.28000000000000003","0.86","2.4","2.9","4.4000000000000004","1.3","3","2.9","1.2","7.3","4.2","1.3","9.1999999999999993","0.45","0.57999999999999996","1","0.4","1","2.5","1","3.1","< 0.11","0.36","< 0.11","0.52","< 0.11","0.16","< 0.11","< 0.11","0.3","0.15","0.13","1.6","13","0.56000000000000005","4.4000000000000004","16","1.4","61","78","0.28000000000000003","7.6","1.7","0.28000000000000003","< 0.11","2.2000000000000002","1.7","< 0.11","< 0.11","0.14000000000000001","0.24","< 0.11","< 0.11","< 0.11","< 0.11","14",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,"ST3507","130-24914A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-02-19,0.303999999999999,48.3969303126727,13.2385471778626,3.65575841989682,-17.7393408772479,15.9252643439252,NA,NA,379,20170503,"2016 Blackmouth",86366,0.635,NA,136.346,8.5278,-0.37133,0.70807,16.0719,-0.050682,0.19503,174.568,59.3181,-0.58982,2.698,-19.6271,0.05239,0.085674
"133","16MA9-TM9805A","119-3895","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.134,25.7202203558204,4.41215007527801,106,"0.77","0.18","0.22","< 0.12","0.27","0.19","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","0.46","< 0.12","0.4","< 0.12","< 0.12","< 0.12","0.22","0.33","0.37","0.14000000000000001","0.4","0.48","0.84","0.33","0.49","0.23","< 0.12","0.27","1","0.96","1.6","0.37","1.1000000000000001","0.92","0.33","2","1.3","0.4","2.5","< 0.12","0.14000000000000001","0.22","< 0.13","0.24","0.56999999999999995","0.28000000000000003","0.83","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","0.55000000000000004","2.9","0.16","0.92","3.6","0.39","19","24","< 0.12","2.2000000000000002","0.31","< 0.12","< 0.12","0.67","0.38","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","3.5",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,20170503,"2016 Blackmouth",86367,0.546,NA,170.999,12.331,-0.37133,0.70807,15.5568,-0.050682,0.19503,133.428,53.2596,-0.58982,2.698,-17.6436,0.05239,0.085674
"138","16MA9-TM9812A","119-3896","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.307,23.8041299991286,3.42094215518476,105,"0.78","< 0.13","0.17","< 0.13","0.23","0.21","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.53","< 0.13","0.2","< 0.13","< 0.13","< 0.13","0.17","0.21","0.26","< 0.13","0.22","0.23","0.42","0.23","0.32","0.17","< 0.13","0.22","0.51","0.74","1.1000000000000001","0.31","0.78","0.78","0.27","1.8","1","0.33","2.2999999999999998","< 0.13","< 0.13","0.21","< 0.13","0.24","0.61","0.25","0.78","< 0.13","< 0.13","< 0.13","0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.5","4.0999999999999996","0.16","0.97","4.8","0.17","15","20","< 0.13","2.1","0.32","< 0.13","< 0.13","0.5","0.48","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","3.4",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,"ST3507","130-24915A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-02-20,0.234,46.8579762598793,14.1411518990537,3.31358976937479,-16.0428856174653,15.3574630436421,NA,NA,385,20170503,"2016 Blackmouth",86368,0.498,NA,159.126,12.613,-0.37133,0.70807,15.5796,-0.050682,0.19503,120.468,52.961,-0.58982,2.698,-17.4811,0.05239,0.085674
"151",NA,"119-3897","PS3494","SRM 1947",NA,NA,NA,1.03,27.3009628325913,9.78005545022558,116,"5.6","1.1000000000000001","< 0.14","0.28999999999999998","39","61","11","< 0.14","12","9.1","21","130","< 0.14","70","4.7","< 0.14","0.61","2.5","13","10","0.67","19","24","33","64","51","30","3.3","27","31","71","87","53","90","100","37","220","68","18","250","15","14","35","11","23","77","25","64","1.6","14","4.7","19","0.88","6.6","3.4","2.5","4.0999999999999996","4","16","35","770","55","280","890","1.4","1600","2100","3.1","72","6.6","2.9","< 0.14","21","19","< 0.14","0.31","4.2","6.7","< 0.14","0.65","0.19","< 0.14","140",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,"119-3898","PS3494","Method Blank",NA,NA,NA,2.1587,NA,1.28545526152068,103,"< 0.13","< 0.12","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.14000000000000001","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.12","< 0.13","< 0.13","< LOQ","< LOQ","< LOQ","0.14000000000000001","0.28000000000000003","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< LOQ",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","16MA9-TM9815A","119-3901","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.022,24.1655759162303,3.97356783085064,107,"0.99","< 0.20","< 0.20","< 0.20","0.32","0.23","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.66","< 0.20","0.35","< 0.20","< 0.20","< 0.20","0.38","0.52","0.55000000000000004","0.3","0.37","0.39","0.68","0.38","0.5","0.26","< 0.20","0.36","0.73","0.84","1.4","0.38","0.99","0.9","0.36","1.9","1.1000000000000001","0.32","2.4","< 0.20","< 0.20","0.28999999999999998","< 0.20","0.25","0.68","0.32","0.92","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.56000000000000005","5.0999999999999996","0.22","1.2","5.9","< LOQ","18","24","< 0.20","2.7","0.35","< 0.20","< 0.20","0.57999999999999996","0.49","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","4.2",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,20170507,"2016 Blackmouth",86487,0.512,NA,158.753,11.9694,-0.0054384,0.14064,15.1788,-0.08847,0.057227,126.721,52.3762,0.4081,0.52474,-17.8995,-0.0013715,0.05281
"142","16MA9-TM9818A","119-3902","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.017,31.993695823483,11.753253124752,107,"2.1","0.47","0.6","< 0.25","0.82","0.82","< 0.25","< 0.25","0.27","< 0.25","0.45","1.8","< 0.25","1.1000000000000001","< 0.25","< 0.25","< 0.25","0.62","1","0.97","0.5","1.1000000000000001","1.3","2.5","1.1000000000000001","1.5","0.8","0.32","1.4","3.6","4.0999999999999996","6.6","1.6","5.0999999999999996","3.7","2","10","6.5","2","13","0.6","0.75","1.5","0.62","1.6","3.8","1.8","5.6","< 0.25","0.53","< 0.25","0.71","< 0.25","0.28999999999999998","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","1.6","12","0.62","4.0999999999999996","15","1.1000000000000001","90","120","0.38","14","2.5","0.36","< 0.25","3.9","2.4","< 0.25","< 0.25","< 0.25","0.4","< 0.25","< 0.25","< 0.25","< 0.25","23",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24916A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-02-20,0.219,48.0002297568218,13.9909001831266,3.43081782648346,-16.0670378848313,15.8873443976848,NA,NA,389,20170507,"2016 Blackmouth",86489,0.605,NA,142.483,9.1245,-0.0054384,0.14064,16.0306,-0.08847,0.057227,166.872,58.0088,0.4081,0.52474,-18.9541,-0.0013715,0.05281
"143","16MA9-TM9819A","119-3903","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.007,28.6160574820368,8.9501639652063,104,"2","0.37","0.49","< 0.25","0.56999999999999995","0.38","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.96","< 0.25","0.73","< 0.25","< 0.25","< 0.25","0.48","0.71","0.74","0.39","0.55000000000000004","0.53","1","0.5","0.7","0.36","< 0.25","0.56999999999999995","1.1000000000000001","1.3","2.1","0.56000000000000005","1.6","1.3","0.54","3","1.7","0.55000000000000004","3.7","< 0.25","< 0.25","0.44","< 0.25","0.4","1","0.48","1.5","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.99","7.3","0.28999999999999998","1.9","8.6","0.86","28","36","< 0.25","4.0999999999999996","0.79","< 0.25","< 0.25","1","0.8","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","6.6",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,20170507,"2016 Blackmouth",86490,0.669,NA,168.668,9.7142,-0.0054384,0.14064,15.8804,-0.08847,0.057227,180.935,56.7936,0.4081,0.52474,-18.9601,-0.0013715,0.05281
"144","16MA9-TM9820A","119-3904","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.025,26.6390728476821,6.48556220206962,102,"1.3","0.27","0.35","< 0.26","0.48","0.4","< 0.26","< 0.26","< 0.26","< 0.26","0.3","0.83","< 0.26","0.64","< 0.26","< 0.26","< 0.26","0.45","0.7","0.66","0.38","0.66","0.81","1.5","0.67","0.91","0.45","< 0.26","0.83","2","2.2000000000000002","3.5","0.84","2.7","2","1","5.0999999999999996","3.3","1","6.6","0.32","0.37","0.76","0.31","0.8","1.9","1","3","< 0.27","0.3","< 0.26","0.35","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.27","< 0.26","0.87","5.9","< 0.26","2","6.8","0.62","47","60","< 0.26","5.8","1.1000000000000001","< 0.27","< 0.26","1.6","1","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","9.6",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,20170507,"2016 Blackmouth",86491,0.546,NA,154.086,10.9046,-0.0054384,0.14064,16.3012,-0.08847,0.057227,137.611,53.2271,0.4081,0.52474,-18.1684,-0.0013715,0.05281
"1","16MA10-TM9866A","119-3905","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-06,2.01,28.8714733542319,8.66760713341505,107,"0.72","0.39","0.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.41","< 0.22","0.4","< 0.22","< 0.22","< 0.22","0.39","0.52","0.54","0.33","0.32","0.28999999999999998","0.55000000000000004","0.31","0.42","0.23","< 0.22","0.34","0.61","0.76","1.2","0.39","1.1000000000000001","0.86","0.42","1.9","1","0.33","2.2000000000000002","< 0.22","< 0.22","0.33","< 0.22","0.28000000000000003","0.69","0.31","0.99","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.42","3.7","< 0.22","0.41","4.2","0.78","18","23","< 0.22","3.7","0.6","< 0.22","< 0.22","1.7","0.76","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","6.8",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24917A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-06,0.269,47.0581065291305,14.1889458117512,3.3165329654129,-15.761753225326,15.2656568580075,NA,NA,256,20170507,"2016 Blackmouth",86493,0.539,NA,141.376,10.165,-0.0054384,0.14064,15.4373,-0.08847,0.057227,137.423,53.8465,0.4081,0.52474,-18.6499,-0.0013715,0.05281
